date,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
1999-08-10,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-08-11,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-08-12,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-08-13,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-08-16,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-08-17,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-08-18,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-08-19,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-08-20,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-08-23,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-08-24,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-08-25,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-08-26,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-08-27,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-08-30,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-08-31,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-09-01,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-09-02,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-09-03,3.3251,3.3251,3.3251,3.3251,3.3251,421.0,0.0,1.0
1999-09-07,3.3251,3.3251,3.3251,3.3251,3.3251,0.0,0.0,1.0
1999-09-08,3.3251,3.3251,3.3251,3.3251,3.3251,0.0,0.0,1.0
1999-09-09,3.3251,3.3251,3.3251,3.3251,3.3251,0.0,0.0,1.0
1999-09-10,3.3251,3.3251,3.3251,3.3251,3.3251,0.0,0.0,1.0
1999-09-13,3.3251,3.3251,3.3251,3.3251,3.3251,0.0,0.0,1.0
1999-09-14,3.5626,3.5626,3.5626,3.5626,3.5626,6316.0,0.0,1.0
1999-09-15,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-09-16,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-09-17,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-09-20,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-09-21,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-09-22,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-09-23,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-09-24,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-09-27,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-09-28,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-09-29,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-09-30,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-10-01,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-10-04,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-10-05,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-10-06,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-10-07,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-10-08,3.5626,3.5626,3.5626,3.5626,3.5626,0.0,0.0,1.0
1999-10-11,3.8001,3.8001,3.8001,3.8001,3.8001,1263.0,0.0,1.0
1999-10-12,3.8001,3.8001,3.8001,3.8001,3.8001,0.0,0.0,1.0
1999-10-13,3.8001,3.8001,3.8001,3.8001,3.8001,0.0,0.0,1.0
1999-10-14,3.8001,3.8001,3.8001,3.8001,3.8001,0.0,0.0,1.0
1999-10-15,3.8001,3.8001,3.8001,3.8001,3.8001,0.0,0.0,1.0
1999-10-18,4.0376,4.0376,4.0376,4.0376,4.0376,421.0,0.0,1.0
1999-10-19,4.0376,4.0376,4.0376,4.0376,4.0376,0.0,0.0,1.0
1999-10-20,4.0376,4.0376,4.0376,4.0376,4.0376,0.0,0.0,1.0
1999-10-21,3.8001,3.8001,3.8001,3.8001,3.8001,2105.0,0.0,1.0
1999-10-22,3.8001,3.8001,3.8001,3.8001,3.8001,0.0,0.0,1.0
1999-10-25,3.8001,3.8001,3.8001,3.8001,3.8001,0.0,0.0,1.0
1999-10-26,3.8001,3.8001,3.8001,3.8001,3.8001,0.0,0.0,1.0
1999-10-27,3.8001,3.8001,3.8001,3.8001,3.8001,0.0,0.0,1.0
1999-10-28,3.8001,3.8001,3.8001,3.8001,3.8001,0.0,0.0,1.0
1999-10-29,3.8001,3.8001,3.8001,3.8001,3.8001,0.0,0.0,1.0
1999-11-01,3.8001,3.8001,3.8001,3.8001,3.8001,0.0,0.0,1.0
1999-11-02,3.8001,3.8001,3.8001,3.8001,3.8001,0.0,0.0,1.0
1999-11-03,3.8001,3.8001,3.8001,3.8001,3.8001,0.0,0.0,1.0
1999-11-04,3.8001,3.8001,3.8001,3.8001,3.8001,0.0,0.0,1.0
1999-11-05,3.8001,3.8001,3.8001,3.8001,3.8001,0.0,0.0,1.0
1999-11-08,3.9189,3.9189,3.9189,3.9189,3.9189,421.0,0.0,1.0
1999-11-09,3.8001,4.2751,3.8001,4.2751,4.2751,2105.0,0.0,1.0
1999-11-10,4.0376,4.0376,4.0376,4.0376,4.0376,2526.0,0.0,1.0
1999-11-11,4.0376,4.0376,4.0376,4.0376,4.0376,0.0,0.0,1.0
1999-11-12,4.0376,4.0376,4.0376,4.0376,4.0376,0.0,0.0,1.0
1999-11-15,4.0376,4.0376,4.0376,4.0376,4.0376,0.0,0.0,1.0
1999-11-16,4.0376,4.0376,4.0376,4.0376,4.0376,0.0,0.0,1.0
1999-11-17,4.0376,4.0376,4.0376,4.0376,4.0376,0.0,0.0,1.0
1999-11-18,4.0376,4.0376,4.0376,4.0376,4.0376,0.0,0.0,1.0
1999-11-19,4.0376,4.0376,4.0376,4.0376,4.0376,0.0,0.0,1.0
1999-11-22,4.0376,4.0376,4.0376,4.0376,4.0376,0.0,0.0,1.0
1999-11-23,4.0376,4.0376,4.0376,4.0376,4.0376,0.0,0.0,1.0
1999-11-24,4.0376,4.0376,4.0376,4.0376,4.0376,0.0,0.0,1.0
1999-11-26,4.7502,4.7502,4.7502,4.7502,4.7502,842.0,0.0,1.0
1999-11-29,4.7502,4.7502,4.7502,4.7502,4.7502,0.0,0.0,1.0
1999-11-30,4.7502,4.7502,4.7502,4.7502,4.7502,0.0,0.0,1.0
1999-12-01,4.7502,4.7502,4.7502,4.7502,4.7502,0.0,0.0,1.0
1999-12-02,4.7502,4.7502,4.7502,4.7502,4.7502,0.0,0.0,1.0
1999-12-03,5.2252,5.2252,5.2252,5.2252,5.2252,211.0,0.0,1.0
1999-12-06,5.2252,5.2252,5.2252,5.2252,5.2252,0.0,0.0,1.0
1999-12-07,5.2252,5.2252,5.2252,5.2252,5.2252,0.0,0.0,1.0
1999-12-08,5.2252,5.2252,5.2252,5.2252,5.2252,0.0,0.0,1.0
1999-12-09,5.2252,5.2252,5.2252,5.2252,5.2252,0.0,0.0,1.0
1999-12-10,5.2252,5.2252,5.2252,5.2252,5.2252,0.0,0.0,1.0
1999-12-13,5.2252,5.2252,5.2252,5.2252,5.2252,0.0,0.0,1.0
1999-12-14,5.2252,5.2252,5.2252,5.2252,5.2252,0.0,0.0,1.0
1999-12-15,5.2252,5.2252,5.2252,5.2252,5.2252,842.0,0.0,1.0
1999-12-16,5.2252,5.2252,5.2252,5.2252,5.2252,0.0,0.0,1.0
1999-12-17,5.2252,5.2252,5.2252,5.2252,5.2252,0.0,0.0,1.0
1999-12-20,5.2252,5.2252,5.2252,5.2252,5.2252,3368.0,0.0,1.0
1999-12-21,5.2252,5.2252,5.2252,5.2252,5.2252,0.0,0.0,1.0
1999-12-22,5.2252,5.2252,5.2252,5.2252,5.2252,0.0,0.0,1.0
